head,relation_type,tail
larger regional isp,connects_to,tier-1 isp
leo satellite,communicates_with,ground station
link,connects_to,router a
link,connects_to,router b
link,has_part,circuit
link,is_a,concept
link,part_of,core
link,provides,frequency band
link,provides,throughput
link,supports,circuit switching
link,supports,packet switching
link,supports,time division multiplexing
link layer,forwards,datagram
link layer,receives,network-layer datagram
link layer,sends,link-layer frame
link layer,sends,network layer
link-layer frame,encapsulates,network-layer datagram
link-layer frame,has_part,link-layer header information
link-layer switch,forwards,packet
link-layer switch,is_a,packet switch
link-layer switch,operates_at,link layer
loss,is_a,concept
lower-tier isp,connects_to,higher-tier isp
lower-tier isp,is_a,isp
man-in-the-middle attack,is_a,attack
minitel,contains,minitel server
minitel,contains,terminal
minitel,supports,x.25
mobile device,communicates_with,base station
mutually trusting users,is_a,concept
national isp,connects_to,tier-1 isp
ncp,is_a,protocol
neighborhood splitter,connects_to,optical line terminator
network core,is_a,concept
network interface card,implements,data link layer
network layer,forwards,datagram
network layer,receives,transport-layer segment
network layer,requires,ip
network layer,requires,link layer
network layer,sends,network-layer datagram
network security,mitigates,denial-of-service attack
network security,mitigates,distributed denial-of-service attack
network structure 1,has_part,access isp
network structure 1,has_part,global transit isp
network structure 2,has_part,access isp
network structure 2,has_part,global transit isp
network structure 2,is_a,two-tier hierarchy
network-layer datagram,encapsulates,transport-layer segment
network-layer datagram,has_part,network-layer header information
network-layer header information,contains,end system address
network_interface_card,supports,data_link_layer
network_interface_card,supports,physical_layer
network_layer,provides,reliable_delivery_service
network_layer,requires,unreliable_edge_to_edge_message_delivery_service
nodal delay,contains,processing delay
nodal delay,contains,queuing delay
olt,sends,packet
optical line terminator,connects_to,telco router
optical network terminator,connects_to,neighborhood splitter
output buffer,causes,packet loss
output buffer,part_of,router
packet,contains,destination address
packet,contains,segment
packet,contains,source address
packet,has_part,header fields
packet,has_part,payload field
packet,identifies,destination address
packet,increases,delay
packet,is_a,concept
packet arrival rate,increases,traffic intensity
packet header,part_of,packet
packet loss,is_a,metric
packet sniffer,receives,packet
packet switch,connects_to,end system
packet switch,forwards,packet
packet switching,enables,secure voice
packet switching,is_a,concept
packet switching,provides,cost
packet switching,provides,efficiency
packet switching,provides,sharing of transmission capacity
packet-switched network,provides,best effort
payload field,contains,transport-layer segment
physical media,connects_to,host
physical media,is_a,concept
point of presence,has_part,router
processing delay,increases,delay
processing delay,is_a,delay
processing delay,is_a,metric
processing delay,part_of,nodal delay
propagation delay,increases,delay
propagation delay,increases,round-trip delay
propagation delay,is_a,delay
propagation delay,is_a,metric
propagation delay,measures,delay
protocol layering,is_a,concept
provincial isp,connects_to,national isp
queue,causes,packet loss
queue,connects_to,link
queue,part_of,router
queue,receives,packet
queuing delay,increases,delay
queuing delay,increases,end-to-end delay
queuing delay,is_a,delay
queuing delay,is_a,metric
queuing delay,part_of,nodal delay
regional isp,connects_to,tier-1 isp
remote login,is_a,service
round-trip delay,has_part,propagation delay
round-trip delay,has_part,queuing delay
round-trip delay,has_part,router processing delay
round-trip delay,has_part,transmission delay
router,causes,packet loss
router,communicates_with,host
router,connects_to,base station
router,connects_to,client
router,connects_to,end system
router,connects_to,pc
router,connects_to,server
router,forwards,datagram
router,forwards,outbound link
router,forwards,packet
router,has_part,buffer
router,has_part,forwarding table
router,has_part,output buffer
router,is_a,packet switch
router,mitigates,ddos attack
router,part_of,point of presence
router,provides,throughput
router,receives,packet
router,receives,special packet
router,sends,message
router a,connects_to,router b
router a,forwards,packet
router a,has_part,buffer
router a,receives,packet
router b,forwards,packet
routing process,enables,router
routing protocol,enables,forwarding table
routing protocol,enables,shortest path
segment,contains,header
segment,part_of,transport layer
server,connects_to,access link
server,connects_to,core
server,connects_to,ethernet switch
server,connects_to,router
server,is_a,host
server,is_a,network component
server,provides,email service
server,provides,streaming
server,provides,web service
service model,is_a,concept
smtp,operates_at,application_layer
smtp,provides,email service
sna,is_a,protocol
sniffing,is_a,attack
source end system,sends,packet
source host,measures,round-trip delay
source host,receives,message
source host,sends,special packet
splitter,forwards,dsl modem
store-and-forward transmission,requires,packet
switch,is_a,network component
takeoff/landing layer,implements,takeoff/landing service
takeoff/landing layer,requires,gate layer
takeoff_landing_layer,provides,runway_to_runway_passenger_transfer_service
tcp,implements,congestion control
tcp,provides,congestion‑control mechanism
tcp,provides,connection‑oriented service
tcp,provides,reliable delivery
tdm,has_part,time slot
telco,provides,isp
telephone calls,is_a,real-time services
terminal,has_part,modem
third-party telecommunications provider,provides,high-speed link
throughput,is_a,metric
throughput,measures,transmission rate
ticketing layer,implements,ticketing service
tier-1 isp,connects_to,lower-tier isp
time division multiplexing,has_part,frame
time-division multiplexing,implements,frame
traceroute,runs_on,source host
traditional telephone network,is_a,circuit-switched network
traffic intensity,decreases,queuing delay
traffic intensity,increases,average queue length
traffic intensity,increases,average queuing delay
traffic intensity,increases,packet loss
traffic intensity,increases,queuing delay
transmission delay,increases,delay
transmission delay,is_a,delay
transmission delay,is_a,metric
transmission delay,measures,delay
transport layer,sends,transport-layer segment
transport-layer segment,encapsulates,application-layer message
transport-layer segment,has_part,transport-layer header information
transport_layer,provides,reliable_delivery_service
transport_layer,requires,unreliable_edge_to_edge_message_delivery_service
udp,provides,connectionless service
upstream channel,requires,multiple access protocol
user identity,is_a,concept
video conference calls,is_a,real-time services
vulnerability attack,is_a,dos attack
web,enables,internet commerce
web,enables,search
web,enables,social network
web server,is_a,server
web server,susceptible_to,dos attack
web server,variant_of,server
wifi,is_a,protocol
wifi,operates_at,data_link_layer
wifi,provides,reliable delivery
wifi wireless router,connects_to,modem
