head,relation_type,tail
http/1.0,variant_of,http
http/1.1,mitigates,head of line blocking
http/1.1,runs_on,tcp
http/1.1,variant_of,http
http/2,decreases,latency
http/2,enables,multiplexing
http/2,mitigates,head of line blocking
http/2,provides,server push
http/2,runs_on,tcp
http/2,variant_of,http
http/3,runs_on,quic
iana,manages,root dns server
identifier,identifies,dns query message
imap,provides,email service
institutional network,connects_to,internet
institutional network,has_part,cache
institutional router,connects_to,internet router
institutional router,forwards,ip datagram
interactive real-time applications,requires,timing guarantees
interleaving,decreases,delay
intermediate dns server,communicates_with,authoritative dns server
internet explorer,implements,http
internet router,receives,ip datagram
internet telephony,requires,guaranteed throughput
internet telephony,runs_on,tcp
internet telephony,runs_on,udp
ip address,identifies,host
ip address,identifies,http server
ip address,identifies,server
ip address,identifies,web server
isp,has_part,local dns server
isp,provides,ip address
isp,provides,web cache
kingcdn dns system,provides,ip address
local dns server,communicates_with,authoritative dns server
local dns server,communicates_with,departmental dns server
local dns server,communicates_with,intermediate dns server
local dns server,communicates_with,root dns server
local dns server,communicates_with,tld server
local dns server,forwards,authoritative dns server
local dns server,forwards,authoritative server
local dns server,forwards,host
local dns server,forwards,root dns server
local dns server,forwards,tld server
local dns server,receives,dns query
local dns server,sends,dns response
local dns server,sends,kingcdn dns system
mail message,contains,body
mail message,contains,header
mail server,has_part,queue
mail server,receives,email
mail server,receives,mail message
mail server,runs_on,smtp
malicious host,sends,spam e‑mail
message prioritization,enables,weight
multiplayer games,requires,timing guarantees
mx record,maps_to,canonical hostname
mx record,provides,mail server aliasing
n,increases,distribution time
netflix,provides,adaptive streaming
netflix,provides,cdn
netflix,provides,streaming
network cache server,sends,header line
non-persistent http,variant_of,http
nslookup,communicates_with,dns server
nslookup,enables,reconnaissance
nslookup,sends,dns query
number-of fields,part_of,header
optimistically unchoked,is_a,concept
origin server,receives,http request
origin server,sends,http response
p2p architecture,enables,self-scaling
p2p architecture,has_part,peer
p2p architecture,has_part,server
p2p architecture,provides,selfscalability
packet,contains,client address
packet,routes_to,destination address
parallel connections,enables,parallel downloads
peer,connects_to,neighboring peer
peer,provides,download rate
peer,provides,upload rate
peer,receives,chunk
peer,receives,file
peer,receives,server
peer,sends,bit
peer,sends,chunk
peer,sends,file
peer-to-peer,is_a,service
peer-to-peer,provides,file transfer
peer-to-peer architecture,enables,redistribution
persistent connection,supports,pipelining
persistent http,variant_of,http
port,identifies,http
port,identifies,socket
port number,identifies,mail server
port number,identifies,socket
port number,identifies,tcp
port number,identifies,udp
port number,identifies,web server
port number,identifies,welcoming socket
post,requires,entity body
post,variant_of,method field
private cdn,variant_of,content distribution network
proxy cache,forwards,browser
proxy cache,sends,conditional get
question section,contains,name field
question section,contains,type field
quic,operates_at,application layer
quic,provides,flow control
quic,provides,message multiplexing
quic,runs_on,udp
rarest first,is_a,algorithm
rate-determination algorithm,enables,adaptive streaming
rate-determination algorithm,runs_on,client
recursion-available field,identifies,recursion
recursion-available field,part_of,header
recursion-available flag,identifies,recursion support
recursion-desired flag,identifies,client desire for recursion
remote terminal access,runs_on,tcp
request line,has_part,http version field
request line,has_part,method field
request line,has_part,url field
request line,part_of,request message
request message,contains,header line
request message,contains,url
request message,has_part,entity body
response message,contains,entity body
response message,contains,header line
response message,contains,status line
root dns server,part_of,hierarchical architecture
root dns server,provides,ip address
root dns server,provides,tld dns server
root server,is_a,dns server
router,forwards,packet
router,has_part,buffer
router,operates_at,network layer
router,routes_to,host
rtt,is_a,metric
server,communicates_with,client
server,controls,timeout interval
server,has_part,ip address
server,has_part,object
server,has_part,storage
server,implements,http
server,is_a,host
server,operates_at,application layer
server,provides,email service
server,provides,upload rate
server,receives,client
server,receives,packet
server,receives,request message
server,receives,udp packet
server,requires,udp
server,sends,alice local dns server
server,sends,chunk
server,sends,file
server,sends,frame
server,sends,header line
server,sends,html file
server,sends,isp
server,sends,packet
server,sends,peer
server,sends,response message
server,sends,tcp segment
server,sends,udp packet
server address,contains,ip address
server address,contains,port number
server program,implements,http
server rack,has_part,server
server rack,part_of,isp
server rack,part_of,ixp
server socket,connects_to,tcp connection
server socket,is_a,tcp socket
server socket,requires,port number
smtp,provides,email service
smtp,runs_on,tcp
smtp client,communicates_with,smtp server
smtp client,is_a,client
smtp server,is_a,server
socket,connects_to,application layer
socket,connects_to,application process
socket,connects_to,transport layer
socket,connects_to,transport-layer protocol
socket,implements,udp
socket,part_of,client
socket,part_of,host
socket,part_of,server
socket,receives,packet
socket,sends,packet
status line,contains,protocol version field
status line,contains,status code
status line,contains,status message
stream,contains,frame
streaming,requires,average end-to-end throughput
switch,operates_at,link layer
tcp,enables,tls
tcp,provides,congestion control
tcp,provides,congestion-control mechanism
tcp,provides,connection-oriented service
tcp,provides,reliable data transfer
tcp,provides,reliable data transfer service
tcp segment,contains,http request message
tcp segment,part_of,three-way handshake
tcp socket,communicates_with,connection socket
tcp socket,identifies,ip address
tcp socket,identifies,port number
tcp socket,requires,tcp connection
tcp socket,runs_on,ipv4
tcpclient,runs_on,host
tcpserver,runs_on,host
telnet,enables,email service
telnet,runs_on,tcp
third-party cdn,variant_of,content distribution network
three-way handshake,enables,tcp connection
three-way handshake,operates_at,transport layer
tld dns server,part_of,hierarchical architecture
tld dns server,provides,authoritative dns server
tld server,communicates_with,authoritative dns server
tld server,is_a,dns server
tld server,provides,ip address
tls,operates_at,application layer
tls,provides,security services
torrent,has_part,chunk
torrent,has_part,peer
torrent,is_a,concept
total response time,measures,delay
tracker,sends,ip address
trading algorithm,is_a,algorithm
traffic intensity,causes,delay
traffic intensity,decreases,delay
traffic intensity,increases,delay
transport protocol,encrypts,application data
transport protocol,provides,confidentiality
transport protocol,provides,data integrity
transport protocol,provides,end-point authentication
transport protocol,provides,timing guarantees
transport-layer protocol,operates_at,transport layer
transport-layer protocol,provides,guaranteed throughput service
transport-layer protocol,provides,process-to-process reliable data transfer
transport-layer protocol,provides,reliable data transfer
transport-layer protocol,provides,security
transport-layer protocol,provides,throughput
transport-layer protocol,provides,timing
type field,identifies,type a
type field,identifies,type mx
udp,provides,unreliable data transfer service
udp,requires,destination address
udpclient,runs_on,host
unchoked,is_a,concept
upload rate,is_a,metric
url,contains,form fields
url,has_part,hostname
url,has_part,path name
user agent,communicates_with,mail server
user agent,sends,email
user agent,sends,mail message
user-agent header line,identifies,browser
verisign global registry services,manages,tld dns server
video segment,is_a,segment
virtual environments,requires,timing guarantees
web,runs_on,tcp
web browser,communicates_with,dns
web browser,implements,http
web cache,communicates_with,origin web server
web cache,connects_to,origin web server
web cache,decreases,response time
web cache,decreases,traffic intensity
web cache,decreases,web traffic
web cache,is_a,proxy server
web page,contains,object
web proxy,receives,http request
web proxy,receives,http response
web proxy,sends,http request
web proxy,sends,http response
web proxy cache,requires,host header line
web server,implements,http
web server,provides,web service
web server,sends,header line
web server,sends,http response
welcoming socket,is_a,tcp socket
whois database,enables,reconnaissance
whois database,provides,dns server
youtube,provides,streaming
